COU,country,MAT,material,STREAMs,stream,YEA,year,value,Flag Codes,Flags
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2006,2006,1148.496,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2007,2007,1285.507,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2008,2008,1365.704,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2009,2009,1073.146,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2010,2010,1038.795,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2011,2011,959.88,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2012,2012,1016.224,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2013,2013,964.802,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2014,2014,1037.991,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2015,2015,1042.049,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2016,2016,1088.197,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2017,2017,1228.724,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2018,2018,1028.023,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2019,2019,1042.211,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2020,2020,1165.996,,
AUT,Austria,FERROUS,Ferrous metals,EXP_RECYCLE,Exports of waste for recycling,2021,2021,1375.261,,
AUT,Austria,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0,,
AUT,Austria,FERROUS,Ferrous metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0,,
AUT,Austria,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2010,2010,67.247,,
AUT,Austria,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2012,2012,311.791,,
AUT,Austria,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2014,2014,187.436,,
AUT,Austria,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2016,2016,280.979,,
AUT,Austria,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2018,2018,191.226,,
AUT,Austria,PLASTIC,Plastics,COL_RECYCLE,Waste collected for recycling,2020,2020,192.214,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2004,2004,27.966,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2005,2005,42.864,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2006,2006,76.033,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2007,2007,139.529,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2008,2008,153.072,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2009,2009,107.185,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2010,2010,149.659,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2011,2011,213.193,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2012,2012,220.195,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2013,2013,197.113,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2014,2014,253.286,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2015,2015,247.662,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2016,2016,232.579,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2017,2017,222.93,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2018,2018,202.1,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2019,2019,227.943,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2020,2020,207.469,,
AUT,Austria,PLASTIC,Plastics,IMP_RECYCLE,Imports of waste for recycling,2021,2021,253.325,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2004,2004,68.86,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2005,2005,82.854,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2006,2006,99.768,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2007,2007,90.987,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2008,2008,89.834,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2009,2009,105.721,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2010,2010,103.785,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2011,2011,135.836,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2012,2012,171.935,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2013,2013,174.927,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2014,2014,185.318,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2015,2015,151.499,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2016,2016,151.225,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2017,2017,162.902,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2018,2018,180.535,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2019,2019,192.787,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2020,2020,180.881,,
AUT,Austria,PLASTIC,Plastics,EXP_RECYCLE,Exports of waste for recycling,2021,2021,170.726,,
AUT,Austria,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,126.192,,
AUT,Austria,PLASTIC,Plastics,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,39.845,,
AUT,Austria,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2010,2010,0,,
AUT,Austria,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2012,2012,0,,
AUT,Austria,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2014,2014,0,,
AUT,Austria,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2016,2016,0,,
AUT,Austria,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2018,2018,0,,
AUT,Austria,METAL,All metals,COL_RECYCLE,Waste collected for recycling,2020,2020,0,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2004,2004,1367.647,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2005,2005,1363.279,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2006,2006,1359.612,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2007,2007,1530.585,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2008,2008,1802.045,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2009,2009,1368.334,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2010,2010,1178.138,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2011,2011,1168.054,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2012,2012,1145.009,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2013,2013,1248.612,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2014,2014,1662.393,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2015,2015,1582.888,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2016,2016,1440.583,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2017,2017,1540.576,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2018,2018,1543.831,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2019,2019,1556.185,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2020,2020,1531.569,,
AUT,Austria,METAL,All metals,IMP_RECYCLE,Imports of waste for recycling,2021,2021,1730.371,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2004,2004,1301.009,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2005,2005,1160.952,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2006,2006,1297.705,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2007,2007,1450.889,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2008,2008,1525.403,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2009,2009,1271.61,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2010,2010,1248.32,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2011,2011,1149.759,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2012,2012,1230.011,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2013,2013,1192.41,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2014,2014,1298.305,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2015,2015,1273.551,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2016,2016,1374.137,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2017,2017,1476.059,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2018,2018,1257.568,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2019,2019,1281.323,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2020,2020,1382.626,,
AUT,Austria,METAL,All metals,EXP_RECYCLE,Exports of waste for recycling,2021,2021,1605.176,,
AUT,Austria,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0,,
AUT,Austria,METAL,All metals,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0,,
AUT,Austria,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2010,2010,5420,,
AUT,Austria,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2012,2012,5786.101,,
AUT,Austria,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2014,2014,7572.192,,
AUT,Austria,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2016,2016,8641.839,,
AUT,Austria,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2018,2018,8968.213,,
AUT,Austria,MASONRY,Masonry materials,COL_RECYCLE,Waste collected for recycling,2020,2020,9207.799,,
AUT,Austria,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,0.693,,
AUT,Austria,MASONRY,Masonry materials,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,0.024,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2004,2004,9.499,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2005,2005,8.024,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2006,2006,6.343,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2007,2007,9.64,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2008,2008,11.895,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2009,2009,13.725,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2010,2010,19.315,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2011,2011,36.292,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2012,2012,53.929,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2013,2013,46.893,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2014,2014,42.62,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2015,2015,72.717,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2016,2016,63.514,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2017,2017,75.976,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2018,2018,71.664,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2019,2019,97.027,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2020,2020,67.936,,
AUT,Austria,ORGANIC,Organics,IMP_RECYCLE,Imports of waste for recycling,2021,2021,51.948,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2004,2004,15.607,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2005,2005,18.524,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2006,2006,19.281,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2007,2007,21.65,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2008,2008,82.102,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2009,2009,125.351,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2010,2010,51.159,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2011,2011,50.903,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2012,2012,76.745,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2013,2013,185.455,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2014,2014,181.393,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2015,2015,166.875,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2016,2016,208.31,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2017,2017,226.921,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2018,2018,220.485,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2019,2019,258.846,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2020,2020,200.851,,
AUT,Austria,ORGANIC,Organics,EXP_RECYCLE,Exports of waste for recycling,2021,2021,179.154,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2010,2010,196.956,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2012,2012,86.393,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2014,2014,164.8,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2016,2016,162.296,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2018,2018,174.021,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,COL_RECYCLE,Waste collected for recycling,2020,2020,124.9,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2004,2004,35.668,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2006,2006,73.195,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2008,2008,83.5,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2010,2010,88.184,,
AUT,Austria,SOLID_HAZW,Solid hazardous waste,INC_RECOVERY,Waste incinerated with energy recovery,2012,2012,130.516,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,1997,1997,1103,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,1998,1998,1115,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,1999,1999,1130,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2000,2000,1170,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2001,2001,1096.65,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2002,2002,1059,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2003,2003,1159.972,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2004,2004,1101.839,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2005,2005,1111.4,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2006,2006,1166.352,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2007,2007,1184.55,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2008,2008,1180.134,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2009,2009,1163.931,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2010,2010,1230.852,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2011,2011,1232.059,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2012,2012,1253.574,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2013,2013,1271.696,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2014,2014,1303.528,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2015,2015,1311.246,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2016,2016,1340.711,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2017,2017,1377.005,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2018,2018,1413.621,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2019,2019,1437.555,,
AUT,Austria,PACK,Total packaging,GEN,Waste generated,2020,2020,1402.95,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,1997,1997,711,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,1998,1998,723.4,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,1999,1999,741.4,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2000,2000,811.4,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2001,2001,704.65,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2002,2002,698.4,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2003,2003,744.163,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2004,2004,729.591,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2005,2005,743.87,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2006,2006,797.557,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2007,2007,795.445,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2008,2008,801.442,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2009,2009,778.788,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2010,2010,819.217,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2011,2011,810.98,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2012,2012,826.285,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2013,2013,846.695,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2014,2014,867.939,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2015,2015,880.223,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2016,2016,896.201,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2017,2017,903.702,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2018,2018,926.014,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2019,2019,939.569,,
AUT,Austria,PACK,Total packaging,COL_RECYCLE,Waste collected for recycling,2020,2020,888.17,,
AUT,Austria,PACK,Total packaging,RECYCLED,Waste recycled in country,2018,2018,886.501,,
AUT,Austria,PACK,Total packaging,RECYCLED,Waste recycled in country,2019,2019,890.402,,
AUT,Austria,PACK,Total packaging,RECYCLED,Waste recycled in country,2020,2020,814.944,,
AUT,Austria,PACK_PAPER,Packaging - paper and paperboard,GEN,Waste generated,1997,1997,500,,
